1411523853.000000,6566729561.000000,18.159000,23.600000
1923770568.000000,1411523853.000000,19.543000,203.600000
6566729562.000000,1411549931.000000,17.504000,294.100000
1923770636.000000,1411549941.000000,35.441000,204.700000
1833450727.000000,1833450726.000000,47.957000,294.700000
1833450733.000000,1833450726.000000,58.137000,24.500000
1833450735.000000,1833450727.000000,57.786000,24.400000
1833450731.000000,1833450727.000000,51.761000,294.700000
1833450736.000000,1833450729.000000,59.474000,24.600000
2210458169.000000,1833450729.000000,48.110000,114.400000
6566729559.000000,1833450730.000000,49.933000,113.300000
1833450733.000000,1833450730.000000,46.956000,296.000000
1833450737.000000,1833450730.000000,59.775000,26.000000
6566729560.000000,1833450730.000000,30.151000,202.700000
1833450738.000000,1833450731.000000,57.711000,25.600000
2210458163.000000,1833450731.000000,58.946000,203.100000
1833450734.000000,1833450731.000000,49.798000,294.700000
1833450735.000000,1833450733.000000,48.084000,294.300000
1833450740.000000,1833450733.000000,58.527000,24.500000
2411324518.000000,1833450734.000000,57.470000,24.600000
2210458169.000000,1833450734.000000,59.214000,204.600000
1833450736.000000,1833450734.000000,48.154000,294.700000
1923770569.000000,1833450735.000000,58.981000,26.600000
1833450738.000000,1833450735.000000,50.526000,294.600000
1833450742.000000,1833450736.000000,57.310000,27.000000
1833450740.000000,1833450737.000000,48.455000,294.500000
1923770571.000000,1833450737.000000,58.189000,25.000000
1923770573.000000,1833450738.000000,58.970000,24.800000
2411324518.000000,1833450738.000000,50.786000,294.400000
1923770569.000000,1833450740.000000,45.891000,294.800000
1833450746.000000,1833450740.000000,58.194000,24.500000
2411324518.000000,1833450742.000000,45.758000,114.400000
1833450744.000000,1833450742.000000,50.249000,293.500000
2411324519.000000,1833450742.000000,59.284000,24.700000
1923770582.000000,1833450744.000000,59.940000,24.300000
1833450746.000000,6566729544.000000,17.718000,114.500000
1923770584.000000,1833450746.000000,58.370000,24.500000
1923770579.000000,1833450746.000000,46.116000,294.500000
1923770584.000000,1833450748.000000,49.020000,294.500000
6566729572.000000,1833450748.000000,37.673000,114.200000
1923770588.000000,1833450748.000000,59.025000,24.500000
1923770571.000000,1833450748.000000,58.415000,204.500000
1923770592.000000,1833450749.000000,58.325000,27.100000
1923770577.000000,1833450749.000000,57.721000,204.600000
1833450749.000000,1923770581.000000,49.530000,114.300000
1923770587.000000,1833450749.000000,45.551000,294.500000
1923770590.000000,1833450751.000000,18.944000,24.400000
1923770582.000000,1833450751.000000,39.262000,204.300000
6566729562.000000,1833450753.000000,5.959000,113.800000
6566729551.000000,1833450753.000000,19.599000,294.300000
1833450757.000000,1833450753.000000,57.392000,23.100000
1923770600.000000,1833450753.000000,55.842000,204.500000
1833450755.000000,1833450754.000000,47.382000,294.700000
1833450759.000000,1833450754.000000,57.830000,24.500000
1923770604.000000,1833450754.000000,55.703000,204.500000
6566729551.000000,1833450754.000000,29.561000,114.200000
1923770606.000000,1833450755.000000,56.014000,203.900000
1833450762.000000,1833450755.000000,57.663000,25.300000
1833450758.000000,1833450755.000000,48.555000,294.700000
6566729515.000000,1833450756.000000,8.943000,114.700000
6566729514.000000,1833450756.000000,8.434000,294.700000
6566729514.000000,1833450757.000000,4.597000,114.600000
1833450759.000000,1833450757.000000,47.783000,294.700000
1833450764.000000,1833450757.000000,57.274000,25.900000
1833450766.000000,1833450758.000000,57.088000,23.200000
