2469500720.000000,1391548741.000000,137.046000,349.700000
2469500645.000000,1391548741.000000,135.868000,170.200000
9434864812.000000,1391548741.000000,132.716000,259.800000
3318554097.000000,1391548741.000000,156.934000,79.300000
2469500670.000000,2469500642.000000,159.291000,79.600000
2469500644.000000,2469500642.000000,134.226000,350.200000
2469500654.000000,2469500644.000000,158.983000,260.200000
2469500672.000000,2469500644.000000,156.371000,78.100000
2469500645.000000,2469500644.000000,136.921000,348.400000
2469500656.000000,2469500645.000000,155.726000,257.800000
2469500674.000000,2469500645.000000,157.725000,78.700000
2469500656.000000,2469500654.000000,130.303000,349.800000
2469500657.000000,2469500656.000000,90.789000,349.100000
3318554098.000000,2469500657.000000,50.530000,347.400000
2469500720.000000,2469500659.000000,160.729000,80.000000
9434864762.000000,2469500659.000000,6.778000,169.300000
6259878223.000000,2469500670.000000,95.446000,77.200000
2469500672.000000,2469500670.000000,138.301000,348.900000
3321419800.000000,2469500672.000000,157.711000,78.800000
2469500674.000000,2469500672.000000,135.436000,349.000000
3321419799.000000,2469500674.000000,161.691000,79.000000
3318554097.000000,2469500674.000000,134.060000,349.800000
2469500720.000000,2469500677.000000,154.478000,258.900000
3318554097.000000,2469500677.000000,138.218000,168.700000
3318554097.000000,3318554096.000000,159.385000,259.000000
3321419799.000000,3318554096.000000,133.872000,168.800000
9434864763.000000,3318554098.000000,46.015000,349.300000
9434864812.000000,3318554098.000000,26.999000,79.800000
3321419800.000000,3321419799.000000,134.994000,170.700000
5934207200.000000,3321419800.000000,54.244000,169.600000
6259878223.000000,3321419801.000000,62.438000,258.700000
6259878219.000000,3321419801.000000,39.860000,168.900000
5934207204.000000,3321419801.000000,50.038000,348.100000
6259878219.000000,3321419802.000000,38.898000,349.700000
5934207204.000000,5934207200.000000,31.288000,168.800000
5934207201.000000,5934207200.000000,20.229000,82.400000
6259878226.000000,5934207201.000000,1.427000,116.400000
5934207203.000000,5934207202.000000,1.497000,185.700000
6259878225.000000,5934207202.000000,25.150000,345.100000
6259878224.000000,5934207203.000000,1.403000,228.900000
6259878224.000000,5934207204.000000,21.757000,78.700000
6259878226.000000,6259878225.000000,1.970000,334.600000
9434864763.000000,9434864762.000000,84.949000,169.300000
